BPUIC;lon;lat
8570411;6.91270557;46.86594304
8577639;6.912862245;46.86601573
8593566;6.91190569;47.00091533
8570463;6.915049942;46.69283351
8504935;6.915518749;46.68898551
8557121;6.915488875;46.77145752
8570485;6.916530817;46.72213023
8531440;6.919340218;46.48790287
8577686;6.917711642;46.69608418
8570455;6.918868343;46.60334359
8504788;6.919261435;46.59505131
8579373;6.924720525;46.28091568
8593575;6.917871461;46.99994417
8530031;6.92376814;46.43187018
8501314;6.924708495;46.39861691
8504998;6.922158455;46.73545148
8570483;6.92338596;46.70017607
8593777;6.93011561;46.40574804
8570447;6.928596072;46.57392661
8593583;6.924045613;46.99231711
8593582;6.924130383;46.99444039
8583724;6.924784252;46.870136
8504253;6.923222119;47.06421232
8557020;6.926241417;46.87550386
8570572;6.930397616;46.46851308
8557131;6.92731925;46.81469901
8583645;9.59888893;46.60016198
8531058;9.630902305;46.7762634
8509797;9.620708345;46.52358637
8579630;6.924450302;47.00082848
8504986;6.92883434;46.87182732
8583387;6.932734622;46.2813567
8530823;6.935466838;46.06789966
8591823;6.933075023;46.35343265
8570479;6.929343866;46.76146323
8571848;6.927151404;46.99335651
8530008;6.927206484;46.99584845
8579387;6.940913544;46.27515898
8504550;6.933326659;46.99096423
8500749;6.940517471;46.23634039
8504261;6.92902192;46.99020751
8557132;6.933424079;46.82040242
8557133;6.935402986;46.81898988
8501351;6.938913038;46.45716229
8579049;6.940984611;46.25185119
8582425;6.941055356;46.2766709
8581049;6.940821103;46.314929
8504980;6.936805652;46.7530045
8577720;6.939913665;46.52368158
8583666;6.942280641;46.28454761
8504158;6.938645044;46.79166665
8530792;6.937688936;46.99401483
8583381;6.948825051;46.24951962
8579973;6.95132674;46.25395638
8589799;8.301804912;47.06029945
8583718;6.951506045;46.25709668
8579039;6.951965311;46.23914309
8504478;6.951842485;46.26874768
8577722;6.950654078;46.51918546
8583721;6.953642349;46.24878479
8579034;6.954368241;46.24445195
8557137;6.949218949;46.81996758
8580410;6.954386908;46.25398755
8504795;6.949831296;46.76707631
8583720;6.954446433;46.25894448
8579061;6.954735723;46.2555903
8581047;6.954344102;46.3169219
8583382;6.955435566;46.26146754
8582235;6.954920457;46.32944652
8577723;6.953720755;46.51580721
8583404;6.956201901;46.34158733
8595984;6.95484677;46.51957226
8581845;6.956658085;46.3195046
8500739;6.957818668;46.22231912
8594992;6.962605453;46.62252535
8579386;6.947454806;46.27054581
8570413;6.952687408;46.88126868
8571937;6.950028929;47.25385354
8580767;6.959084749;46.24772857
8577833;6.953395839;46.91028195
8579638;6.952686585;47.05372685
8591686;6.956560064;46.72038179
8570412;6.955643268;46.87645067
8501759;6.960478521;46.34857725
8504661;6.9605667;46.34300023
8595963;6.9612966;46.32649604
8504715;6.959623507;46.51876493
8500745;6.962369394;46.22509115
8577683;6.960447207;46.67595968
8570495;6.960250805;46.71867021
8579037;6.96479815;46.23936866
8570604;6.964496149;46.33629694
8575838;6.963202627;46.73839199
8570601;6.970218405;46.31737569
8582234;6.970921663;46.31862902
8594242;6.969238059;46.65102433
8570985;6.9750995;46.07147044
8577832;6.968312242;46.91422138
8582430;6.974918394;46.35834389
8577643;6.972307779;46.88197123
8580398;6.97743829;46.35995545
8577831;6.972887115;46.9119553
8501536;6.982025186;46.085568
8570526;6.980717291;46.92655048
8570660;6.986770903;46.21158104
8570659;6.98833739;46.21331449
8592362;6.981598377;47.14659396
8580534;6.991881386;46.2393173
8593490;6.992706773;46.14042156
8571935;6.983388075;47.26911062
8594246;6.98908603;46.62070819
8571910;6.98716561;47.01213037
8581638;6.989157572;46.80785319
8595507;6.985865756;47.23259283
8594388;6.990934935;46.63860791
8557088;6.996181002;46.05538124
8500769;6.986089482;47.27155885
8504894;6.990916117;46.72575762
8595506;6.987239727;47.22940509
8530961;6.996527349;46.11935973
8570983;6.997220545;46.04827878
8581804;6.991043388;46.81266422
8570517;6.990436635;46.90579174
8570651;6.997028214;46.2329506
8579685;6.998706367;46.21302261
8504866;6.995321092;46.71665333
8531377;6.998362094;46.37217421
8501864;7.001097212;46.05781132
8504796;6.995622579;46.77535067
8571913;6.993550876;47.03343803
8583658;6.992155915;47.25887308
8570637;7.001002656;46.25128144
8557094;6.995682083;47.01280232
8571934;6.994119272;47.25475212
8595106;7.00177625;46.3404324
8530942;7.001955457;46.36009784
8583659;6.994781847;47.25609489
8587544;6.995735762;47.15249615
8570527;6.997776311;46.94058738
8501486;7.002882512;46.35953468
8596061;7.000352221;46.6770471
8580765;7.00406204;46.22224602
8531386;7.003301397;46.3639982
8504952;6.997159878;47.13176826
8572694;7.858265795;47.29612907
8570650;7.002476845;46.21629372
8595694;7.000487666;46.74874263
8595107;7.004232106;46.34192617
8588526;8.303171007;47.07890089
8593486;7.00653093;46.11069978
8595109;7.00512223;46.34431347
8581558;7.006205051;46.21516563
8595436;7.007174065;46.10788661
8576781;6.998781194;47.25814307
8530675;7.006305986;46.11133761
8504096;7.003615311;46.70670023
8583814;6.999151337;47.25491539
8576772;7.000173661;47.15158673
8582551;7.008981194;46.06083729
8571915;7.001082796;47.04713072
8504548;7.00360635;46.75795706
8595105;7.007092454;46.3415773
8580444;7.008873017;46.19243465
8570611;7.008235432;46.30888208
8595108;7.008359509;46.34558525
8583305;7.000052696;47.3925262
8595100;7.008597195;46.3401887
8500895;7.002056871;47.15348285
8501974;7.008950812;46.34473291
8505236;7.008982063;46.36536031
8576773;7.002790236;47.14925802
8505640;8.804979437;46.33803663
8596081;7.00219311;47.25452222
8580221;7.010752436;46.19557231
8593488;7.011949586;46.11242965
8571933;7.003623244;47.25249484
8570982;7.013219912;46.06245464
8594260;7.48740633;46.96525816
8588730;8.514573954;47.15743819
8570612;7.011282061;46.31102565
8595110;7.011352045;46.34496691
8595677;7.004112764;47.26050198
8580222;7.012641402;46.20082397
8570638;7.012245602;46.25124355
8595505;7.004547862;47.21360501
8595101;7.011771847;46.3411453
8576770;7.006371629;47.15637757
8577796;7.010221864;46.76220107
8504953;7.007658929;47.12760755
8575219;7.015209164;46.24868193
8570630;7.014475712;46.34252284
8596062;7.011896974;46.67650631
8570668;7.015611691;46.20702422
8531379;7.01504464;46.36611185
8570666;7.016962299;46.21997413
8570631;7.017302654;46.34646457
8570669;7.018586268;46.20438161
8570981;7.019767895;46.06629339
8571916;7.012074421;47.0566351
8504688;7.018314032;46.28141106
8557095;7.01267574;47.00759568
8557099;7.017969188;46.34092566
8576768;7.011580144;47.20913399
8576782;7.011188948;47.26285814
8570613;7.018866874;46.30888613
8593489;7.020566905;46.11875898
8582712;7.019590984;46.25047946
8570980;7.021043611;46.0667749
8577709;7.016496255;46.70499463
8589845;8.322476438;47.03980325
8577153;8.323627672;47.07130584
8571932;7.012266315;47.25206851
8504748;7.018485956;46.54728997
8577710;7.018700062;46.70577641
8595102;7.021545018;46.3539108
8595104;7.021562681;46.35161695
8579970;7.022477948;46.24771047
8570979;7.025329446;46.06910262
8582671;7.018498321;47.00629493
8587645;7.025228166;46.16924197
8504947;7.02072815;46.77297181
8581898;7.021312602;46.71119238
8587607;7.025421655;46.17785157
8570515;7.020029299;46.8862312
8570642;7.017544835;46.2701905
8595098;7.019627032;46.34153454
8580900;7.025529207;46.27101165
8582114;7.025812123;46.23554251
8583829;7.020439396;46.95142199
8504791;7.022269564;46.7362486
8504749;7.023727713;46.55572027
8504689;7.026041918;46.28376049
8582145;7.016799775;47.49362053
8579745;7.021430345;46.92032879
8571931;7.01919986;47.25230991
8570645;7.026949601;46.27187144
8582489;7.021164092;47.02530253
8570629;7.026670522;46.34619326
8593293;7.024619303;46.6179737
8576144;7.597598769;46.93974773
8570969;7.028908113;46.07614131
8504792;7.024005548;46.71982001
8570521;7.022593953;46.91757146
8531380;7.027101157;46.36987165
8570524;7.023407006;46.92446486
8577795;7.024569306;46.77402932
8580756;7.030122354;46.07279936
8582491;7.022832429;47.03913417
8576761;7.022319793;47.1320243
8507873;7.507794956;46.76565122
8570643;7.026819626;46.26507018
8531383;7.029242799;46.37365765
8531381;7.029610293;46.3731822
8570628;7.031062346;46.34948365
8504639;7.027770811;46.803969
8577799;7.02847111;46.80147077
8580758;7.02802753;46.91433482
8593292;7.030576396;46.61573736
8583414;7.034865944;46.07626183
8588189;7.027171809;47.20877717
8570968;7.035715162;46.07853177
8576762;7.027808679;47.12957049
8570528;7.029320501;46.94786504
8570627;7.034386472;46.35316586
8500756;7.027681919;47.24362469
8531385;7.034266932;46.37787675
8595121;7.032724872;46.62340937
8583593;7.036340425;46.13909273
8577794;7.031690559;46.77594406
8582670;7.03000192;47.04450311
8579130;7.035842495;46.29539141
8583516;7.031512751;46.8771874
8571425;7.476903375;46.84551743
8577777;7.036801552;46.67028217
8504880;7.038148059;46.56128648
8530024;7.038378569;46.56009986
8500874;7.033418701;47.27256297
8595125;7.038478775;46.62571469
8583726;7.037211355;46.8554477
8587648;7.04257168;46.14881217
8583521;7.037618178;46.85365004
8583864;7.043499339;46.08173487
8572081;7.033824616;47.386021
8588322;7.622243028;46.36237935
8571089;7.851012187;46.31456055
8571076;7.878577372;46.29732902
8590305;8.332078765;47.46786114
8591868;8.514651567;47.15473877
8577436;8.607217749;46.99663141
8580078;9.003097626;45.85197576
8594353;9.396211495;47.44788272
8576652;7.185771541;46.20707612
8591540;8.705730647;46.11768066
8501857;6.25000563;46.42867439
8504575;7.037521421;46.92447933
8570973;7.043890139;46.09558052
8595878;7.041598151;46.81550526
8570965;7.04701189;46.08223293
8500700;7.03865229;47.24086606
8570972;7.047284108;46.09650994
8504617;7.042203805;46.81511157
8500892;7.03952402;47.18974279
8570974;7.04762191;46.1016836
8577825;7.042302;46.87814293
8583517;7.042460983;46.8761555
8595123;7.045581426;46.62398535
8580759;7.044460841;46.90212309
8583725;7.044699303;46.93039626
8531384;7.049200072;46.37621101
8583519;7.046128351;46.8858922
8500891;7.043779732;47.20662279
8571654;7.506700363;46.76969981
8578093;7.556123069;47.18761816
8592956;6.255635332;46.25133726
8570633;7.050113625;46.34852528
8588597;7.047985142;46.67063602
8504632;7.047150825;46.7979563
8570634;7.050590417;46.34362424
8595126;7.048805538;46.62230528
8593277;7.049056591;46.61466883
8570491;7.047827245;46.7860036
8583420;7.043429039;47.40522125
8504951;7.045646339;47.12710546
8579126;7.051913074;46.30027834
8587237;7.049795375;46.61902527
8501975;7.052633543;46.36131686
8570635;7.053396234;46.34725913
8570978;7.055702789;46.09821212
8571527;7.049089796;47.02728103
8500877;7.048513928;47.30818881
8579114;7.055801148;46.29555985
8577725;7.054021198;46.61778027
8583520;7.052505446;46.89491833
8595122;7.054683326;46.62013038
8595176;7.053608874;46.82349848
8588601;7.053625491;46.66951283
8530085;7.059207584;46.14819482
8570648;7.058631093;46.26397644
8583779;7.050319345;47.45578316
8504912;7.056648311;46.62288068
8589079;7.362464522;46.86287645
8577946;7.374099179;47.18429453
8571624;7.576337945;46.84259017
8581750;7.054298884;46.97423598
8593281;7.056872587;46.61702527
8588535;7.060652722;46.63646851
8504571;7.054632307;46.97538849
8593282;7.057521875;46.61566911
8588826;7.056391425;46.81553787
8570636;7.059732548;46.3495295
8504878;7.057225031;46.70925852
8570624;7.059850642;46.36050468
8500890;7.053877811;47.21017404
8570623;7.060128038;46.36357316
8571908;7.055417116;47.07320445
8577802;7.057539144;46.81998547
8593275;7.059218227;46.62504826
8594241;7.059520961;46.59501277
8504924;7.059012128;46.66912615
8577779;7.059389607;46.64151085
8596073;7.057790798;46.87687338
8530045;7.06176293;46.32657919
8570511;7.057521659;46.93874245
8570977;7.06436718;46.10374662
8593283;7.060840156;46.62091567
8583777;7.055345494;47.44106755
8594245;7.061327551;46.6053818
8583802;7.065339451;46.09774977
8570492;7.060674074;46.78233183
8583799;7.065652202;46.11248566
8593290;7.062355634;46.6413408
8587227;7.122688479;46.86757257
8593295;7.381122475;46.92696074
8590126;7.463448739;46.92645146
8571277;7.22514265;46.35940007
8580544;7.066504283;46.09381355
8582668;7.060290584;47.05619297
8577798;7.062287874;46.79310479
8504892;7.061318209;46.94418821
8583605;7.067409951;46.1107823
8583800;7.067573519;46.10007804
8576660;7.061187717;47.05216613
8580545;7.067849989;46.09556315
8571922;7.061009062;47.09049352
8530053;7.067027092;46.33150831
8576767;7.060961129;47.21275209
8570961;7.069132901;46.09705165
8501766;7.067426495;46.3509224
8582630;7.069168201;46.10898897
8577731;7.065768908;46.60863491
8593485;7.065818091;46.62228147
8501707;7.068841168;46.29214899
8583801;7.070348041;46.10283083
8504691;7.069955222;46.26000195
8504708;7.067954866;46.57928024
8589174;7.066314081;46.8320324
8504333;7.067879261;46.62632727
8504753;7.064766346;47.08055734
8504864;7.066492116;46.85172398
8581997;7.064934712;47.08284263
8581575;7.064884848;47.10314423
8593287;7.068646042;46.60593664
8577776;7.067931929;46.70976171
8571929;7.064425912;47.23442278
8507738;7.466673666;46.83828807
8501990;7.663528985;46.2974645
8587098;7.07117301;46.28316989
8580548;7.072647598;46.10125511
8504913;7.06918531;46.6224724
8580547;7.074642015;46.10274587
8588599;7.070856247;46.66841848
8579119;7.073673942;46.29713936
8582793;7.068787669;47.01515799
8576766;7.068100624;47.2149431
8577797;7.071022633;46.79331323
8582639;7.075882646;46.10480988
8504984;7.070273126;46.95033424
8570960;7.076125377;46.10331738
8577737;7.072928038;46.58273273
8504974;7.071841901;46.78842233
8582036;7.067958369;47.41755297
8582396;7.06803486;47.408496
8593445;8.519357039;47.17551953
8504267;7.073598274;46.65909888
8579116;7.076568028;46.28354716
8557068;7.078921444;46.10876872
8595090;7.074463113;46.78814289
8571928;7.07151035;47.22971443
8500867;7.153881831;47.30126655
8571526;7.072866799;47.03986277
8504703;7.07327547;47.02242251
8504923;7.075737462;46.6673727
8596072;7.073850106;46.94975204
8504914;7.076232924;46.62289093
8501292;7.079836141;46.10538929
8582034;7.07130326;47.41483843
8570989;7.080244924;46.09241891
8571752;7.696161741;46.94183604
8570512;7.811159918;46.70037954
8577791;7.075713029;46.78729231
8557072;7.071629293;47.41367921
8582028;7.071656965;47.40967685
8504041;7.076914326;46.67697476
8582766;7.072147274;47.41734152
8580368;7.075849526;47.0269013
8503718;7.077514442;46.78621858
8583606;7.082210507;46.10223938
8557067;7.082301953;46.1099939
8504565;7.076224377;47.05117132
8504919;7.079468412;46.59389025
8504915;7.079443482;46.62309004
8577790;7.078822994;46.78637564
8504908;7.079605753;46.67710923
8504541;7.080250159;46.58229732
8504991;7.07716186;47.02542125
8501710;7.083143942;46.28390992
8504610;7.079501398;46.83768788
8571927;7.076933472;47.22642158
8595693;7.080683756;46.75280128
8504611;7.078882305;46.80684954
8501758;7.083631044;46.37992273
8595692;7.081278437;46.74209847
8583603;7.085665065;46.10395945
8582037;7.077063066;47.41157375
8504763;7.079119242;47.11189695
