BPUIC;y_Koord_Ost;x_Koord_Nord
8519685;2647111;1249380
8572885;2647191;1184631
8570876;2593320;1117763
8508666;2619404;1204100
8571021;2634345;1126389
8580563;2619415;1255197
8570903;2602270;1109781
8594704;2602288;1128095
8507727;2602300;1194031
8588468;2592906;1193722
8582261;2647249;1203886
8572451;2647276;1261170
8571174;2647578;1127010
8502590;2647578;1239006
8504370;2577718;1213163
8572707;2634345;1234825
8575296;2713456;1092664
8581973;2713466;1272274
8589479;2616141;1270387
8572341;2602238;1234641
8582734;2619476;1165404
8571347;2592445;1202573
8531035;2634387;1157084
8571464;2592489;1213077
8583279;2592587;1119247
8570855;2592600;1117577
8579864;2634396;1230448
8530337;2634422;1163672
8507399;2619737;1186442
8590489;2690573;1233602
8589280;2619700;1194400
8507860;2619715;1167538
8571040;2634425;1119825
8570900;2600130;1112073
8500089;2619740;1247012
8588621;2619743;1263200
8578048;2634427;1245944
8571098;2634450;1128394
8588408;2634486;1200459
8507390;2634496;1170885
8576978;2601670;1206536
8571024;2634757;1124743
8580467;2634767;1259842
8572355;2634803;1241312
8570743;2592793;1122026
8578049;2634805;1245726
8590161;2634837;1241118
8595987;2634841;1244457
8583254;2619806;1163290
8501961;2647593;1116211
8580460;2599943;1114353
8576987;2601563;1201757
8589918;2601590;1224909
8578050;2635125;1245967
8578631;2713468;1255297
8595875;2713468;1255297
8591772;2600039;1144539
8571402;2601245;1186132
8507604;2601387;1144837
8507601;2601408;1145293
8570817;2601413;1128329
8590110;2601425;1197575
8578354;2620000;1263375
8583571;2620173;1238405
8500335;2620183;1093100
8572319;2620187;1243067
8589515;2620225;1128471
8508734;2669241;1201304
8578350;2620473;1264776
8500142;2620291;1263488
8587319;2620500;1127875
8576919;2620502;1226897
8572372;2620531;1237199
8505269;2704460;1157842
8589024;2600098;1203479
8576378;2635166;1170861
8508372;2635169;1172344
8572340;2603640;1235178
8595159;2635176;1238375
8571027;2635228;1123174
8531268;2635254;1104446
8531269;2635279;1103315
8508706;2635281;1184848
8580516;2635310;1123678
8576384;2635317;1172761
8571148;2635330;1116123
8500598;2635332;1244409
8572353;2635343;1242575
8582525;2635351;1244066
8595158;2635351;1237106
8591592;2719072;1095564
8503260;2719079;1198680
8577053;2647669;1204703
8504909;2573238;1176844
8582705;2585678;1136351
8571438;2594915;1198518
8596084;2620589;1203785
8530640;2620604;1265241
8576952;2620697;1224751
8587736;2645168;1222762
8582759;2647783;1232996
8531074;2647847;1169418
8507768;2598309;1173834
8570927;2598355;1118583
8571419;2598399;1192443
8594099;2598593;1227980
8593864;2598597;1227723
8588125;2588836;1193765
8594091;2598628;1228678
8577928;2598631;1223551
8571418;2598633;1193567
8570916;2603326;1096697
8588878;2620826;1261395
8587455;2620879;1123643
8589403;2620903;1261827
8582596;2620907;1168858
8594158;2620910;1262162
8572371;2620923;1237694
8576360;2621007;1167492
8578335;2621020;1251689
8587689;2696013;1233705
8594133;2597809;1227637
8571385;2597825;1205268
8507744;2598900;1187389
8587834;2621030;1128996
8530218;2625628;1095424
8575700;2719081;1087910
8590191;2664873;1257929
8500857;2621045;1250133
8583580;2621047;1237984
8530209;2621073;1092919
8581019;2621073;1160284
8583816;2621129;1239298
8500401;2621145;1261120
8576354;2621186;1166549
8593378;2587117;1221219
8504940;2587148;1185948
8504591;2587214;1188411
8531419;2587627;1105722
8531392;2587637;1110848
8530098;2587639;1105008
8570701;2587642;1119377
8504711;2587768;1207594
8576951;2621204;1224570
8578316;2621221;1262416
8587835;2621260;1129044
8589426;2621261;1259969
8589423;2621279;1260385
8579546;2621280;1126910
8595444;2621288;1261822
8583815;2621330;1238311
8530949;2621348;1092968
8572222;2621388;1258402
8590047;2596375;1199738
8577980;2595643;1230041
8596085;2621417;1203706
8594143;2595951;1226475
8587082;2498148;1116295
8505997;2713494;1195491
8577757;2580324;1162145
8592791;2498100;1119190
8595445;2621419;1260886
8571722;2621437;1180529
8507405;2621479;1182659
8570675;2579229;1103967
8578349;2621472;1265319
8583369;2596010;1120522
8503852;2704525;1247300
8530972;2647866;1167973
8578781;2665303;1270654
8505366;2704559;1114727
8571273;2586494;1136838
8587782;2586520;1224245
8593327;2586632;1220629
8571216;2586633;1211781
8576350;2621480;1167539
8576355;2621554;1166378
8587243;2621586;1206331
8582002;2642001;1129363
8571408;2602365;1191639
8531238;2621939;1091007
8573768;2697144;1222572
8583275;2595126;1120506
8571365;2595083;1204194
8581382;2595088;1180454
8531003;2647960;1167654
8508700;2621973;1224761
8588144;2648017;1212870
8592991;2498296;1115061
8506857;2713500;1275112
8575362;2713521;1100449
8580748;2713532;1089065
8516155;2498573;1115793
8592988;2498337;1114795
8582755;2648019;1227770
8589405;2621998;1262042
8576787;2579243;1241276
8583599;2730848;1161536
8578318;2621999;1259641
8588365;2622075;1196877
8576477;2595088;1236757
8595617;2595096;1156033
8573186;2680604;1230108
8577551;2680610;1218650
8570742;2594476;1123137
8570851;2595162;1119056
8593347;2586158;1219542
8592475;2586180;1222142
8582071;2586233;1216705
8571226;2586297;1215945
8504993;2586315;1200143
8504850;2586358;1182684
8589400;2622095;1254628
8576877;2621995;1172850
8576645;2622116;1143747
8588756;2622120;1190557
8571536;2622242;1212676
8577949;2594250;1225517
8579867;2598358;1192457
8570958;2611726;1120186
8594860;2616950;1235925
8577947;2594501;1225649
8583281;2594865;1120375
8589419;2622262;1259684
8501039;2498823;1117971
8573336;2713570;1273329
8575256;2713628;1087444
8518336;2498705;1114618
8503775;2704594;1216956
8591739;2704610;1233262
8582507;2635464;1242990
8588412;2635475;1201404
8595470;2635487;1244275
8572429;2635496;1266428
8573114;2690574;1194195
8576062;2698150;1232863
8500782;2635503;1254402
8507797;2635570;1155021
8590416;2635585;1244169
8572265;2635588;1263355
8571150;2635595;1115464
8580949;2635650;1190615
8572844;2648036;1211874
8572031;2586080;1239107
8593338;2586098;1219307
8504638;2586107;1179688
8592488;2586131;1218498
8572229;2622525;1259525
8579134;2632965;1170536
8531036;2632978;1157405
8501696;2635658;1104602
8590426;2635700;1243786
8579958;2635756;1161825
8501963;2635781;1123064
8581080;2635807;1219239
8571322;2635819;1156916
8504983;2580788;1200365
8592365;2579243;1184002
8502602;2635938;1243682
8504592;2585902;1188532
8589160;2577226;1182685
8588079;2593377;1193618
8573822;2713658;1228641
8592670;2499150;1114693
8592018;2539293;1154975
8570752;2593674;1124427
8583262;2593929;1119969
8591784;2603985;1228931
8582859;2622546;1167771
8508988;2622557;1197470
8572877;2644121;1191804
8577064;2648048;1205822
8505704;2648062;1127200
8531435;2665304;1179071
8578323;2622606;1256006
8591647;2719117;1095867
8591978;2539301;1152823
8571200;2585094;1220322
8570205;2539323;1165607
8503854;2677775;1265825
8590461;2677792;1255523
8517120;2677699;1243103
8593936;2559956;1142403
8504848;2580520;1081687
8519457;2499993;1117754
8587387;2500005;1117858
8592831;2499887;1118172
8592668;2499790;1115247
8592887;2500016;1116765
8519470;2499685;1117722
8592677;2499762;1115594
8501008;2499968;1118469
8519460;2499943;1118378
8577762;2593044;1160122
8570835;2593046;1119009
8509740;2704615;1160269
8576880;2622718;1172180
8572756;2636014;1215359
8571122;2632023;1121154
8580018;2632024;1227896
8579334;2632026;1170015
8592380;2579249;1183482
8572557;2665308;1253568
8583655;2665310;1270647
8507369;2631837;1171981
8595252;2725792;1261989
8580250;2725811;1269753
8530899;2737815;1214791
8531473;2737819;1214746
8518301;2725500;1121075
8509165;2739581;1191502
8530871;2767006;1203470
8580681;2751891;1230385
8594789;2751912;1211887
8574117;2761605;1257966
8594208;2718982;1096389
8570706;2672567;1238503
8571319;2636058;1160350
8504350;2585338;1221326
8501010;2500119;1119086
8505889;2713703;1098462
8574911;2752017;1174241
8519455;2499947;1118252
8516283;2500153;1119826
8590127;2602607;1199970
8576920;2622726;1228968
8578358;2622737;1265332
8530207;2622748;1094507
8593272;2622777;1209397
8572344;2622845;1242214
8572230;2622900;1259525
8593325;2585338;1221601
8578346;2622938;1263689
8500859;2622982;1258667
8588634;2623005;1203867
8572868;2636075;1184707
8508870;2636177;1214986
8571151;2636195;1114231
8501711;2576700;1126400
8504625;2577098;1184809
8577876;2585351;1176397
8572231;2623100;1259350
8578321;2623143;1258570
8531218;2739193;1186979
8590523;2672535;1251920
8530879;2739474;1190002
8579178;2623258;1247546
8572349;2623264;1247858
8588012;2704638;1232454
8503252;2704645;1242946
8572232;2623370;1259241
8589422;2623394;1259074
8578241;2623447;1249573
8572351;2623447;1248427
8572235;2624850;1259875
8571543;2624853;1207102
8574649;2829283;1166075
8578680;2641639;1128789
8575260;2713714;1089620
8505662;2713732;1097981
8576695;2624915;1199440
8500386;2624980;1238438
8583448;2625007;1266494
8592388;2579315;1183918
8571544;2625083;1207473
8572248;2625254;1263658
8588376;2625259;1190065
8571548;2625547;1221176
8531172;2625552;1096142
8571558;2625553;1218016
8590419;2636238;1244126
8587801;2584873;1202192
8508719;2601950;1218206
8588384;2625618;1199342
8594291;2625633;1199611
8576690;2625668;1199406
8589939;2625695;1228041
8571545;2625698;1207644
8519222;2625688;1230707
8581729;2625714;1138754
8589940;2625732;1230106
8579903;2704647;1133478
8588857;2576622;1184535
8507195;2625733;1173316
8530828;2704660;1114712
8530894;2625747;1139985
8571559;2625748;1217974
8588631;2625796;1199092
8505712;2636247;1127179
8572682;2636262;1240465
8588938;2576679;1198637
8501062;2501783;1144943
8583239;2719125;1112702
8581335;2641687;1133964
8589162;2579322;1184470
8570504;2567812;1173681
8588723;2567876;1190653
8557014;2584380;1106192
8583217;2584407;1218215
8571453;2584490;1199032
8580935;2584492;1208266
8504189;2584510;1197414
8593531;2625797;1228383
8577859;2592251;1185103
8502603;2636265;1243715
8507774;2636289;1158025
8589194;2625839;1215625
8531170;2625875;1094531
8571900;2576615;1215809
8576949;2625934;1227897
8588356;2625954;1199251
8508869;2636297;1212245
8572247;2625967;1263394
8588375;2626009;1190038
8588386;2626039;1200372
8571560;2626089;1218799
8507771;2626098;1138998
8588360;2626110;1198834
8571315;2626115;1171062
8576937;2626197;1229606
8593527;2626207;1227862
8575524;2711174;1111938
8589936;2626212;1230497
8588967;2626220;1167320
8588629;2626257;1215339
8592386;2579346;1183635
8509781;2752018;1227653
8575300;2713738;1090256
8505906;2713749;1115429
8572278;2631882;1260917
8583786;2584181;1236067
8504854;2584182;1177867
8577869;2584182;1179936
8504636;2584201;1185357
8571231;2584293;1211921
8589969;2590435;1226610
8581076;2590473;1213074
8500947;2591018;1097000
8590428;2636343;1244282
8590420;2636356;1244506
8577756;2579608;1162409
8570838;2591029;1118117
8507194;2625360;1172200
8572754;2636395;1216532
8572757;2636401;1214162
8576712;2625607;1190124
8531265;2636726;1103884
8581813;2636777;1194464
8590434;2636869;1244713
8502381;2636912;1239833
8505709;2636958;1127687
8587356;2579360;1184067
8594122;2597120;1227336
8572768;2636992;1220739
8572721;2637006;1236721
8576950;2624200;1226200
8507786;2624373;1135237
8572869;2637023;1184307
8530806;2637226;1105473
8577524;2697160;1227468
8501338;2637226;1105512
8502393;2637337;1236200
8530195;2637355;1122795
8578849;2713762;1154030
8503642;2713763;1226023
8578953;2713766;1114726
8591209;2680764;1245930
8572717;2637376;1237318
8588366;2624395;1195661
8575667;2704687;1094298
8576079;2704693;1231805
8589104;2704706;1232265
8508668;2624503;1206822
8571340;2624581;1155127
8572703;2637378;1236795
8502387;2637409;1238219
8590410;2637420;1244891
8572716;2637672;1237467
8502363;2637678;1239299
8588416;2688716;1233288
8572702;2637725;1236965
8580333;2637739;1237791
8577744;2579395;1177697
8577755;2579399;1162651
8500965;2637775;1255525
8530807;2637783;1106635
8594574;2637800;1106103
8575837;2588389;1197943
8594881;2637824;1106566
8501781;2637838;1111399
8507551;2637950;1159270
8530805;2637846;1106166
8594573;2637880;1106681
8593349;2587783;1222100
8504938;2588393;1162120
8531387;2588416;1110405
8587836;2623599;1129312
8572297;2638091;1255786
8588349;2576520;1185302
8501701;2576525;1142366
8506627;2713790;1272828
8583653;2713799;1209427
8580441;2623729;1129652
8594560;2623743;1095776
8590405;2637777;1244702
8579556;2623743;1129347
8571128;2623786;1128387
8594561;2623916;1096079
8589206;2638135;1236562
8572724;2638149;1235344
8502353;2638150;1234475
8594883;2638192;1106860
8593274;2623184;1208765
8594576;2638193;1106860
8594484;2638194;1237906
8571496;2602099;1219412
8572102;2579425;1246191
8572034;2579426;1246357
8500880;2579443;1240043
8594564;2623491;1095786
8587246;2623496;1208762
8571554;2623502;1215847
8506692;2704721;1258538
8580866;2751913;1261331
8583690;2704736;1270872
8582555;2595797;1197853
8531422;2583041;1107322
8592474;2586619;1220904
8593345;2586624;1220222
8590083;2596004;1197886
8501972;2623575;1129299
8590404;2638249;1244097
8594884;2638293;1106900
8590406;2638377;1244838
8502397;2638378;1232924
8572677;2638385;1238335
8573910;2579569;1116713
8503751;2713803;1237260
8591766;2579578;1184510
8501783;2638508;1108124
8594482;2638540;1238240
8502386;2638591;1236939
8596087;2622827;1202639
8590173;2665316;1258708
8502772;2665317;1252990
8595699;2665320;1214760
8593273;2623035;1210267
8508960;2623097;1229295
8588641;2623108;1202779
8579554;2623160;1129378
8574855;2829331;1164172
8589712;2665322;1210108
8557032;2638620;1108629
8577127;2672570;1227100
8507371;2638622;1162324
8590407;2638686;1244766
8577990;2638707;1246080
8593315;2585967;1219364
8593375;2585975;1221063
8593369;2586238;1221500
8593321;2586247;1220588
8576413;2586250;1219691
8594483;2638708;1238112
8579401;2579595;1116335
8570509;2579600;1165725
8583068;2639500;1197305
8572797;2639583;1215376
8588726;2621947;1191055
8576389;2639889;1173013
8501068;2505261;1141009
8591596;2719126;1095705
8531452;2713821;1146658
8505708;2639899;1129632
8530186;2621951;1131485
8501960;2639958;1099770
8577862;2585914;1190231
8531415;2585920;1104479
8504622;2579643;1184456
8577745;2579645;1176641
8595966;2585928;1218229
8579269;2587316;1148312
8530680;2639943;1159568
8500685;2621734;1237751
8583579;2621243;1238145
8591546;2704752;1113579
8580247;2704758;1275383
8593525;2626337;1228618
8589201;2626346;1230696
8571197;2640037;1105311
8508374;2640057;1176286
8595990;2621248;1199826
8571334;2621288;1160119
8590915;2704758;1242216
8530327;2640047;1159639
8591751;2704780;1231285
8577870;2585561;1179682
8576356;2621635;1166228
8571538;2621683;1206403
8571535;2621739;1212809
8530185;2621800;1130933
8504417;2589956;1217415
8574231;2742229;1257581
8574878;2742232;1189094
8587183;2742293;1264853
8595381;2742367;1220935
8507760;2621806;1159837
8580962;2640084;1129631
8572410;2640090;1258632
8578015;2640110;1246675
8572971;2654389;1228317
8583482;2674735;1235180
8579560;2626350;1129219
8508879;2620623;1199009
8587456;2620643;1117840
8588932;2626361;1199060
8530299;2620675;1158742
8583256;2620678;1160797
8576664;2626373;1198698
8579561;2626375;1128999
8593528;2626392;1227529
8583573;2620751;1237895
8583812;2626423;1239926
8576945;2626431;1228867
8531436;2626497;1123811
8501295;2584413;1101330
8588301;2584433;1110603
8593373;2584783;1220181
8588091;2584804;1202465
8504949;2584844;1177103
8578021;2626516;1238881
8572368;2626526;1235488
8588931;2626575;1199115
8507772;2626584;1171285
8572249;2626592;1266796
8530188;2626597;1127009
8519325;2507438;1137730
8588963;2742378;1254303
8589632;2742388;1252417
8574027;2742434;1229141
8581288;2626599;1240435
8509665;2742462;1156522
8576939;2625789;1228959
8531372;2576394;1117235
8504888;2584312;1188387
8588619;2620274;1169164
8503354;2704811;1232985
8505633;2704826;1126798
8575553;2704826;1109134
8596083;2620284;1203725
8596082;2620314;1202535
8583578;2620414;1237343
8594333;2620431;1127875
8583732;2620435;1238110
8588907;2620549;1212907
8576927;2626615;1229072
8587837;2626753;1128978
8576928;2626805;1228873
8579581;2626815;1139333
8576711;2626832;1190438
8576689;2626833;1210339
8501780;2640128;1104872
8588691;2624567;1141623
8582064;2624570;1137995
8588693;2625409;1140413
8588925;2626870;1198964
8595883;2640154;1233930
8588930;2626875;1199123
8572245;2626949;1263482
8579399;2579684;1116020
8570676;2579721;1104471
8507593;2619836;1150115
8578569;2742460;1221220
8589902;2742471;1252068
8594355;2742473;1252444
8588393;2626964;1198638
8500986;2626970;1235431
8576694;2627088;1202204
8530231;2640157;1104660
8502898;2640163;1232422
8571157;2640175;1128358
8571130;2623623;1128826
8571537;2623631;1212417
8571542;2623953;1206660
8594559;2623955;1096389
8589943;2627095;1229636
8530221;2626887;1096228
8530217;2626891;1096196
8588392;2627099;1198651
8579562;2627113;1128867
8576929;2627113;1228104
8588926;2627116;1198979
8577764;2596276;1164033
8583213;2596281;1192785
8579403;2579731;1116636
8595922;2627144;1241365
8595659;2627153;1266952
8572272;2627191;1265983
8583412;2619358;1166010
8571314;2627213;1171935
8587247;2627227;1210326
8573942;2725864;1254795
8576998;2604430;1202082
8594343;2585293;1218728
8504889;2586252;1188930
8576959;2619377;1225423
8589430;2627243;1266943
8578916;2627254;1240528
8530367;2674034;1186912
8588964;2742528;1254190
8506713;2742548;1247520
8588390;2627254;1202867
8576390;2640188;1173518
8571199;2640225;1101611
8506785;2725899;1259440
8578587;2725947;1237959
8588624;2726017;1261958
8506730;2726091;1259123
8589434;2627256;1267514
8572251;2627323;1266834
8589883;2627401;1240921
8589428;2627431;1267899
8531146;2640273;1163121
8572729;2640325;1233086
8581024;2592800;1212900
8576344;2618846;1169388
8589147;2579749;1184734
8582503;2579762;1115617
8588190;2618848;1170928
8583067;2640336;1197712
8571160;2640348;1129719
8572793;2640407;1217955
8530950;2640440;1104125
8531404;2586557;1104007
8593356;2586922;1219986
8588614;2618848;1170401
8576351;2622170;1167819
8588757;2622625;1190278
8587244;2622665;1208270
8571336;2622665;1157787
8571540;2623086;1205794
8508986;2623089;1189112
8576921;2623313;1229477
8557106;2640447;1227855
8587181;2742593;1264788
8509724;2742593;1189326
8530322;2640443;1163007
8575697;2690584;1153124
8589437;2627537;1267410
8572271;2627540;1266479
8587248;2627639;1210453
8530193;2627691;1124865
8505859;2704845;1114903
8507981;2627711;1172259
8531165;2627720;1097646
8589429;2627757;1268140
8572244;2627766;1264152
8588545;2627819;1128690
8531237;2627840;1096664
8572273;2627861;1264474
8589196;2609940;1213508
8572366;2627861;1235523
8579916;2627875;1113500
8530187;2627902;1128038
8501659;2627905;1126003
8588474;2627925;1128118
8501645;2627929;1128047
8530192;2627950;1125898
8587311;2627959;1113243
8591886;2618322;1222388
8507763;2628364;1140347
8507775;2628375;1172577
8593509;2628479;1257139
8530983;2672575;1182558
8501724;2628846;1114608
8576909;2617904;1230960
8571272;2586879;1139056
8508798;2674850;1203000
8589901;2742597;1252212
8589900;2742834;1252356
8587623;2587282;1222759
8507158;2628859;1169747
8508997;2628906;1202038
8571061;2629403;1125621
8500875;2579997;1242053
8580330;2629569;1234939
8508659;2629637;1214196
8508658;2629652;1217527
8570031;2509846;1141714
8570866;2587224;1113784
8507878;2617411;1170119
8508702;2617417;1222645
8500992;2629655;1235965
8579807;2629679;1171193
8588640;2629704;1213683
8576904;2616943;1229486
8572697;2629728;1235022
8576931;2629735;1227369
8571769;2616954;1200422
8531479;2629741;1123362
8582457;2704941;1270926
8575227;2726093;1121204
8507479;2617115;1161560
8507461;2617120;1154912
8578294;2630101;1255108
8572363;2630114;1236394
8583455;2587559;1191527
8588494;2587605;1224997
8571569;2630141;1217917
8501103;2518333;1174024
8594387;2742853;1252648
8506266;2742854;1242725
8577517;2696753;1227490
8501104;2520630;1174536
8571071;2630147;1123192
8572696;2630178;1235377
8582230;2630398;1269602
8500690;2630399;1267778
8504626;2587886;1180852
8592582;2690601;1284334
8575471;2587889;1198429
8587880;2616099;1130422
8588286;2616115;1127725
8508751;2616119;1198117
8507261;2616272;1145203
8579806;2630946;1170665
8572695;2630950;1236906
8501767;2630971;1116196
8572097;2580045;1252982
8577890;2580109;1177544
8576651;2580130;1210808
8500980;2631058;1259195
8576934;2631073;1226400
8530200;2631099;1116212
8587049;2631047;1254039
8579537;2614657;1130427
8571311;2631236;1170581
8578983;2704952;1114994
8579177;2631300;1170500
8508189;2631302;1214416
8576509;2631306;1214153
8571068;2631327;1124670
8572359;2631388;1239305
8589550;2742856;1251994
8589648;2742946;1251871
8573963;2742974;1259741
8587180;2742980;1264700
8575979;2697968;1244297
8571051;2631397;1125554
8580533;2631399;1170486
8576672;2631402;1197291
8579304;2631456;1170816
8577573;2690610;1221700
8580532;2631458;1170712
8572299;2631604;1257034
8571310;2631605;1170328
8581652;2751937;1177285
8508074;2600865;1207818
8589542;2601446;1203166
8581866;2831128;1169267
8576440;2613112;1211263
8507156;2623515;1170644
8594562;2623523;1095920
8571541;2623531;1206208
8596002;2586968;1219088
8505881;2713040;1097922
8575545;2713040;1115168
8593533;2632500;1218420
8530518;2726135;1202176
8503327;2719000;1198600
8579012;2719000;1098200
8587772;2719005;1253506
8530506;2751991;1205117
8507759;2632573;1175202
8582257;2632590;1168250
8571116;2632628;1121278
8557056;2767697;1204728
8570514;2569689;1192666
8575386;2713070;1097866
8501046;2526023;1149958
8505916;2696753;1180351
8580297;2680195;1230809
8575383;2713832;1097279
8572984;2648170;1227524
8576404;2588532;1226401
8580827;2632631;1123618
8576078;2704544;1232635
8505634;2704550;1127474
8591735;2704569;1233108
8580124;2704995;1148335
8578623;2713100;1258300
8575954;2680797;1267854
8593405;2680800;1227120
8595561;2612932;1181169
8589941;2626193;1228182
8581313;2632644;1124175
8583245;2632647;1120282
8580828;2632649;1123978
8531037;2632677;1157834
8507895;2632701;1169469
8501964;2632736;1124619
8500715;2640596;1135483
8587425;2693210;1179840
8575365;2713105;1100692
8588140;2714592;1162567
8531155;2582346;1130635
8505732;2640875;1129933
8530326;2640965;1159960
8505908;2713157;1115524
8518903;2615637;1266507
8589443;2615840;1270071
8588548;2615856;1221719
8588282;2615920;1128660
8507459;2616391;1166115
8576367;2616409;1158156
8571553;2623675;1217548
8575295;2713832;1093244
8577043;2713837;1112308
8530252;2655548;1142083
8518713;2657699;1258761
8590200;2672022;1249544
8515169;2653682;1264512
8575952;2680060;1268120
8573723;2671991;1240494
8592524;2690178;1285171
8575885;2690180;1140787
8592539;2690201;1285808
8577478;2690209;1212095
8573813;2696380;1226681
8506031;2696460;1261153
8591568;2703688;1113921
8530451;2703705;1116362
8576107;2696389;1228895
8587497;2696409;1238561
8503376;2696431;1254620
8580454;2696439;1263393
8577518;2696449;1227371
8581539;2696451;1244709
8573778;2703678;1213266
8590842;2674337;1248968
8591185;2684997;1251501
8530981;2673927;1182504
8591231;2685010;1247186
8590824;2685014;1239045
8577434;2690296;1206860
8588317;2690300;1254925
8508476;2690308;1195377
8502759;2690315;1224725
8592552;2690508;1284540
8588119;2690517;1210217
8582965;2713846;1136516
8591584;2719129;1096406
8577133;2669872;1229147
8531048;2690521;1167902
8505864;2690521;1152568
8592530;2690531;1284807
8577458;2696895;1204748
8503665;2696901;1232766
8573769;2696911;1223006
8575962;2696947;1236666
8587687;2696980;1233472
8587686;2696982;1233665
8594361;2703750;1285050
8573777;2703775;1213525
8579712;2703784;1259707
8580122;2703805;1148734
8595263;2703909;1242997
8573515;2703925;1253900
8576008;2703955;1240697
8578979;2704019;1114301
8583209;2704032;1148617
8575518;2704109;1133879
8573599;2711664;1237126
8505758;2713964;1089961
8505888;2712070;1097794
8575799;2724528;1084573
8575458;2724561;1105361
8579884;2751285;1212477
8531104;2794676;1143061
8531105;2794676;1143061
8582665;2763966;1219794
8500471;2764324;1219412
8595067;2538724;1181831
8515342;2529609;1152609
8579770;2713858;1228919
8506489;2713861;1229109
8518497;2713710;1137593
8592657;2494570;1114688
8580761;2704350;1268950
8509785;2760999;1207738
8500583;2643270;1261941
8583071;2672176;1239448
8571772;2617084;1217151
8577479;2689872;1212459
8588922;2614020;1211994
8588715;2614548;1209314
8500359;2762402;1180495
8589519;2617620;1148435
8573185;2680350;1230650
8571357;2599768;1199978
8593507;2624775;1255645
8589753;2663449;1212762
8573717;2680350;1237100
8508552;2672226;1197558
8588094;2672290;1255576
8575694;2680356;1149332
8573214;2685494;1254954
8572922;2674215;1193984
8578122;2617725;1227349
8578779;2664171;1271078
8502700;2664173;1251782
8530340;2644365;1176092
8531431;2664702;1182238
8582591;2665178;1224147
8588176;2618300;1152430
8591887;2618544;1220180
8518946;2645762;1133028
8530689;2645865;1134491
8515640;2530137;1153122
8505905;2713873;1115336
8573344;2713881;1272739
8530262;2530685;1174779
8578976;2704445;1114226
8570786;2596087;1123312
8594929;2645922;1249213
8587233;2645926;1175722
8580391;2566957;1114905
8507350;2646194;1163940
8519704;2646506;1241579
8502095;2646371;1232122
8589879;2601129;1228350
8570816;2601137;1128087
8504621;2585676;1185234
8594848;2600021;1146180
8530208;2620988;1093391
8589087;2665300;1150300
8530450;2704506;1114736
8578981;2704517;1114711
8590073;2598327;1198532
8530745;2587823;1136107
8577916;2597112;1226031
8571362;2597121;1203115
8580993;2704544;1113272
8572343;2621256;1240991
8504685;2596380;1111560
8500858;2621540;1260361
8588313;2690766;1253966
8588261;2606698;1192936
8579946;2584901;1220026
8508180;2625918;1229414
8583104;2739169;1187492
8500245;2636551;1245600
8593253;2590451;1220760
8515341;2531644;1153849
8515322;2531193;1153667
8515319;2531685;1165529
8583037;2590453;1213973
8576388;2637354;1171450
8589077;2597121;1194433
8581283;2637762;1110863
8575118;2623716;1217760
8576418;2587783;1219370
8507357;2638482;1162548
8578883;2704716;1113814
8571498;2600731;1219756
8507155;2622832;1171735
8589693;2665871;1207306
8580195;2619837;1238812
8507157;2626877;1170479
8595657;2626898;1266262
8502144;2640244;1244866
8589436;2627395;1267302
8588394;2627710;1198585
8591734;2704850;1233050
8501957;2629240;1114938
8572365;2629256;1235860
8519223;2630162;1230670
8583291;2597713;1122201
8507553;2641150;1159362
8587472;2713386;1137275
8570469;2752005;1176807
8575259;2713394;1088689
8578984;2705079;1115117
8573110;2683842;1168224
8508977;2659381;1191980
8576147;2690999;1263520
8531466;2690977;1151473
8577433;2690985;1207223
8575619;2715142;1077956
8575255;2713907;1087255
8592589;2690999;1283969
8592586;2691002;1284803
8587406;2614181;1174805
8573572;2691006;1231747
8506269;2744085;1234900
8504536;2574168;1200389
8572582;2665786;1258395
8590903;2691127;1251494
8590609;2691129;1247108
8590574;2691130;1250043
8577393;2691200;1191275
8582601;2726416;1264260
8530975;2632806;1116197
8592404;2691208;1207469
8595267;2691228;1255807
8592529;2691228;1283861
8572565;2665881;1250634
8577422;2691287;1208715
8577600;2691300;1217955
8574765;2769948;1205404
8575880;2684525;1138750
8575973;2697217;1234184
8530119;2592600;1116024
8530426;2697228;1180271
8530578;2695269;1168333
8594092;2599113;1227271
8571037;2634150;1119900
8574998;2726543;1178524
8579298;2537283;1181123
8531339;2762305;1180847
8505885;2713932;1097576
8501217;2533358;1153861
8501218;2533641;1154414
8580430;2697252;1261581
8581543;2697261;1244160
8591994;2537294;1154878
8581510;2537301;1189739
8582200;2552111;1155976
8519703;2649436;1246088
8505089;2691262;1205048
8590398;2713905;1175895
8590923;2697289;1262261
8531262;2603147;1131440
8575976;2697306;1244764
8503872;2697318;1245848
8574908;2752775;1173974
8573108;2686687;1168919
8581428;2597153;1204822
8570622;2571770;1134928
8580701;2714566;1097239
8594456;2719561;1080533
8579965;2719566;1080829
8589177;2578250;1185558
8501646;2653681;1139544
8589861;2664391;1212278
8570953;2613188;1112843
8589696;2666140;1207150
8594140;2596561;1225944
8530128;2596807;1103276
8580521;2697350;1261890
8500001;2596969;1129846
8576517;2649681;1166100
8530353;2645428;1185671
8571101;2634533;1128827
8579350;2657746;1142948
8590219;2672820;1250905
8581615;2713937;1265679
8575261;2713958;1090073
8589687;2666337;1207454
8583205;2596440;1200102
8570806;2599722;1132771
8594651;2600194;1198564
8591541;2697398;1107409
8583808;2591980;1115524
8577962;2597105;1226991
