BPUIC;y_Koord_Ost;x_Koord_Nord
8594911;2730727;1279602
8582469;2756769;1208011
8591614;2716536;1094643
8572901;2666851;1199013
8503732;2702433;1223200
8581007;2756525;1232188
8582105;2756585;1215231
8580526;2756592;1231419
8575128;2721938;1114586
8573123;2699781;1191661
8577029;2605627;1207580
8573405;2730772;1278595
8578109;2605880;1228530
8582010;2706119;1266607
8580795;2706127;1253469
8594905;2730846;1279039
8595616;2730855;1277942
8594895;2730863;1278369
8506471;2730864;1253221
8582700;2706129;1253022
8503273;2730908;1204100
8578501;2730915;1223676
8574017;2730922;1240084
8531341;2730946;1198208
8581680;2730947;1278307
8530603;2730989;1234012
8505417;2707360;1115000
8588815;2707374;1115267
8578966;2707414;1115815
8594906;2730991;1279018
8581681;2731029;1277955
8580086;2731029;1124523
8580555;2731030;1253035
8503629;2731050;1219850
8506583;2731060;1257454
8581109;2660475;1269381
8580553;2731063;1253424
8578674;2660481;1259414
8582732;2660578;1244888
8530522;2730740;1198173
8589835;2665258;1210745
8503185;2698152;1235865
8505982;2731090;1124262
8581682;2731092;1277590
8582185;2667684;1160355
8508482;2667770;1201993
8594899;2731099;1277962
8575232;2731123;1122640
8573406;2731133;1278379
8591537;2698177;1108836
8557017;2584073;1105878
8587591;2707766;1118291
8506116;2708126;1268042
8581277;2698178;1228210
8577394;2690975;1190925
8506770;2731150;1242325
8589548;2731162;1203835
8580556;2731164;1252804
8506052;2731175;1247175
8573976;2731197;1253131
8594907;2731207;1278785
8594893;2731213;1278065
8587338;2731219;1234331
8577327;2651318;1223055
8595662;2651332;1223318
8577268;2658406;1229008
8589811;2667783;1209725
8508479;2667796;1210495
8581830;2667805;1233291
8590838;2674478;1247088
8578996;2717955;1098869
8575580;2721956;1080136
8506485;2721962;1226866
8575182;2721963;1118388
8594842;2721964;1078667
8506673;2722008;1258514
8575710;2698178;1151922
8573121;2698194;1191951
8503722;2698226;1218268
8577498;2698227;1207325
8503359;2698257;1232285
8575302;2716603;1093780
8570686;2584077;1101682
8587507;2584078;1111265
8588088;2584079;1196883
8591634;2716622;1094438
8581907;2660690;1264215
8577349;2660723;1234356
8575240;2737993;1139410
8583675;2720472;1114861
8581048;2562291;1129451
8500743;2562296;1121075
8579035;2563400;1121200
8502985;2660731;1259991
8573720;2674487;1241485
8572604;2674498;1235896
8590644;2688382;1238655
8580395;2688391;1153797
8505852;2698197;1108165
8509162;2767997;1184368
8502625;2722047;1124520
8581387;2597107;1192572
8578817;2707400;1266891
8571312;2630911;1170913
8572733;2639677;1230953
8572830;2655418;1208803
8571596;2660947;1173336
8575194;2720498;1124647
8518592;2720768;1258131
8582112;2660982;1219846
8573073;2674533;1217730
8580103;2731333;1123055
8530547;2739495;1189995
8530521;2731334;1197274
8581985;2727109;1178845
8583475;2716630;1112140
8582962;2584093;1231952
8506759;2741895;1247705
8572943;2674564;1203236
8587722;2674670;1220760
8573669;2706151;1257906
8506597;2716641;1277155
8575435;2722060;1105165
8579500;2584109;1110412
8587767;2661133;1240093
8575534;2706160;1110110
8591700;2674755;1214044
8573386;2722066;1271555
8572613;2661150;1248673
8530106;2584116;1110380
8587374;2681890;1227660
8582999;2722076;1116183
8572496;2661159;1264618
8591869;2706162;1232422
8594514;2661172;1216489
8583401;2661185;1244730
8577102;2661194;1224497
8581884;2661224;1245385
8531025;2661239;1177950
8505772;2698350;1192075
8582609;2723195;1211122
8503585;2667915;1260764
8582878;2732408;1125499
8572643;2667918;1244234
8571613;2667936;1161099
8587757;2722098;1259041
8589978;2609759;1262862
8502579;2637941;1228715
8502389;2638194;1229521
8578665;2649183;1251691
8572488;2658113;1262198
8590291;2661279;1260194
8502882;2674800;1232025
8590800;2674828;1249560
8583214;2674840;1246570
8505524;2698351;1108210
8530963;2739217;1216212
8519643;2691715;1254938
8519644;2691612;1254858
8518598;2752697;1252732
8518597;2758255;1257085
8519675;2801548;1133318
8530672;2560433;1141763
8571611;2668025;1160398
8589684;2668034;1208569
8572570;2668037;1244640
8509164;2740575;1188640
8589896;2740710;1252067
8519618;2757742;1172848
8519708;2648638;1246936
8574738;2768013;1205741
8531012;2782804;1184538
8531299;2822831;1206335
8531285;2822851;1206293
8531288;2823368;1207151
8531292;2824253;1207751
8577381;2691625;1190425
8593813;2534273;1156851
8591635;2716656;1094562
8530095;2584147;1104700
8531402;2584166;1104686
8574390;2757749;1223437
8531399;2584167;1104695
8581740;2757993;1256680
8500775;2616312;1253739
8500039;2616383;1264967
8572227;2618830;1257499
8593535;2579979;1080291
8579308;2505336;1137649
8570347;2545684;1166478
8579793;2594782;1243580
8593513;2608681;1261316
8589398;2609757;1264018
8500855;2622880;1256585
8589887;2628436;1240536
8572259;2630992;1267041
8572284;2632009;1257660
8590491;2691704;1233474
8519120;2747363;1260741
8591098;2682238;1245492
8590806;2691627;1248449
8577473;2691639;1209645
8590597;2691656;1243994
8531112;2552234;1114531
8509991;2756925;1226214
8500004;2698356;1168680
8503967;2691640;1282650
8577429;2691648;1207857
8592562;2691649;1286949
8577376;2691659;1193111
8592400;2691662;1207321
8592394;2691670;1206182
8577560;2681900;1226130
8591399;2687638;1245464
8588121;2691698;1208955
8509626;2759624;1233381
8506152;2698365;1283021
8531189;2611904;1110670
8594173;2636503;1244051
8577245;2661315;1218820
8572600;2669019;1244156
8582052;2688343;1281207
8572045;2571821;1252090
8591302;2681457;1250430
8593396;2681919;1227321
8579928;2688583;1284616
8588010;2688585;1238301
8577421;2691713;1208644
8577472;2691714;1209065
8576082;2691724;1235860
8587257;2682000;1225900
8500964;2635904;1256833
8589189;2645167;1248490
8590260;2647824;1249937
8578737;2654935;1249074
8572486;2659577;1261148
8502774;2664322;1254252
8571706;2758539;1191802
8572551;2664323;1255742
8591392;2682296;1244941
8591387;2682779;1245475
8503970;2691710;1288400
8515711;2691711;1189200
8505657;2691750;1192950
8592397;2691752;1206580
8557086;2550489;1151869
8570949;2610437;1113747
8573482;2691780;1288155
8581788;2610824;1179991
8530435;2691940;1180485
8588552;2696916;1261939
8590618;2673255;1252747
8509203;2783108;1186233
8576152;2686440;1256408
8579341;2644412;1131742
8580342;2661779;1245119
8503594;2663098;1269828
8580451;2669865;1263520
8593726;2547031;1212167
8590517;2673455;1250170
8593727;2547057;1211974
8502884;2675112;1235322
8502794;2675130;1225780
8573247;2675156;1267804
8502883;2675160;1237865
8575271;2715483;1092809
8531044;2644388;1136096
8505727;2644405;1129452
8570532;2661834;1173553
8581623;2661837;1248803
8577356;2661875;1235650
8581624;2661879;1248966
8577242;2661900;1216033
8502561;2661911;1252099
8503777;2661968;1261144
8581466;2662001;1194262
8590385;2662018;1213987
8571608;2662129;1170161
8581308;2668123;1244427
8589683;2668132;1207218
8587263;2682010;1223640
8531443;2644373;1183301
8577258;2662138;1220245
8594867;2554019;1201079
8570449;2554024;1158384
8589230;2662220;1235515
8531420;2584176;1109941
8574125;2759025;1255200
8580350;2662245;1246414
8530987;2662246;1178656
8580349;2662252;1246570
8531026;2662266;1178631
8578682;2662276;1254398
8583661;2662281;1264723
8589750;2662302;1211422
8572618;2662315;1246243
8577075;2662330;1231252
8590383;2662336;1213866
8577351;2662342;1230910
8580341;2662367;1244586
8577098;2662385;1223205
8589692;2668144;1209437
8505701;2644353;1120026
8572652;2644372;1239691
8589860;2662390;1209676
8508747;2662409;1191973
8577240;2662498;1216846
8580307;2662523;1246036
8570059;2511825;1145199
8592961;2511890;1121759
8582535;2544186;1213024
8582534;2544276;1213302
8507654;2544347;1175203
8504166;2548883;1161133
8530347;2662563;1176602
8572898;2662596;1194380
8592233;2544548;1154760
8571823;2544554;1207383
8570310;2544625;1177125
8507663;2544661;1168609
8508974;2662611;1197128
8589765;2662612;1211254
8580347;2662644;1246303
8577239;2662650;1217053
8590375;2662651;1215134
8531029;2662662;1179464
8582879;2662668;1251765
8573060;2668168;1213719
8572744;2668177;1236569
8588243;2737440;1247520
8580727;2662733;1245738
8572632;2662744;1241979
8580356;2662748;1245093
8572619;2662765;1245801
8590364;2662790;1212696
8580295;2663950;1245275
8572544;2662869;1244701
8502888;2662883;1252265
8573044;2662894;1209580
8508748;2662996;1191929
8572621;2662997;1244632
8572546;2663017;1252578
8572629;2663025;1243329
8571230;2584543;1211549
8590377;2663040;1214235
8590378;2663054;1214445
8577430;2691963;1207885
8580306;2663063;1244014
8572633;2663065;1241188
8589738;2663078;1209434
8503779;2663099;1260623
8502962;2663122;1251677
8582528;2663134;1272527
8572630;2663142;1242589
8580270;2663211;1244658
8593634;2552256;1216094
8571599;2663245;1174017
8590376;2663252;1214291
8581164;2663254;1198881
8593796;2541644;1152701
8579278;2663266;1243848
8572539;2663267;1252325
8589761;2663273;1211436
8508749;2663277;1191769
8577157;2668217;1214631
8577236;2663345;1215596
8580303;2663346;1244571
8572908;2663347;1199067
8571819;2540998;1205508
8530531;2769157;1206286
8502999;2663358;1245782
8570554;2584546;1194050
8583656;2584548;1246665
8581022;2584555;1207875
8588149;2584595;1220568
8504353;2584601;1220614
8570687;2584618;1101022
8508357;2663373;1180709
8589717;2663378;1209232
8590165;2663378;1258077
8580376;2663380;1244930
8572627;2663386;1244241
8595205;2663399;1180690
8580283;2663404;1244706
8589685;2668223;1208229
8583425;2769199;1171084
8589737;2663435;1209565
8502757;2663437;1250636
8589741;2663439;1209509
8582510;2663443;1271896
8577346;2663450;1236110
8572575;2663456;1260419
8589746;2663477;1210196
8577094;2663512;1223740
8590238;2663559;1255133
8572622;2663563;1244482
8530359;2663698;1209920
8590386;2663565;1215443
8572549;2663569;1251049
8577234;2663570;1214373
8588979;2663611;1225807
8580346;2663615;1244771
8589698;2663671;1209003
8580287;2663676;1245240
8580363;2663679;1243949
8589678;2668235;1209170
8505691;2608750;1124321
8531187;2608766;1115336
8588713;2608772;1262065
8594372;2663690;1214542
8572909;2663693;1199164
8578671;2663694;1259471
8508769;2663700;1194763
8590388;2663702;1214906
8590181;2663709;1258615
8503795;2691966;1232198
8580573;2663710;1209583
8589706;2663737;1210271
8508730;2668267;1200995
8508483;2668288;1203676
8589668;2668291;1214392
8591261;2687321;1246089
8589669;2668336;1214626
8503586;2668352;1261545
8572561;2668362;1249028
8587974;2687323;1239743
8574767;2769217;1206105
8583301;2538762;1167692
8572626;2668364;1240823
8572645;2668367;1242867
8572585;2668396;1262040
8589833;2668423;1212101
8581563;2668427;1236006
8589695;2668441;1207128
8589689;2668461;1207904
8502708;2668475;1240526
8589664;2668499;1214880
8593999;2555026;1146820
8577186;2668532;1211517
8508732;2668541;1202224
8572610;2668547;1236507
8589680;2668547;1206713
8572747;2668571;1244934
8508477;2668616;1208049
8502563;2668624;1236957
8583685;2668659;1235701
8577159;2668674;1215028
8589658;2668688;1217717
8573061;2668690;1213757
8573580;2691981;1226625
8592141;2538307;1157528
8592142;2538314;1158063
8592084;2538334;1151239
8570249;2538370;1182047
8592091;2538382;1153245
8594026;2538401;1180562
8591982;2538406;1153084
8593845;2538409;1156497
8582462;2668729;1244476
8572637;2668731;1231569
8508466;2675161;1203180
8573739;2691975;1282475
8581803;2608784;1180336
8589453;2616247;1270505
8578434;2643500;1130750
8571188;2643500;1128905
8572927;2668738;1203114
8572568;2668742;1245458
8589790;2668844;1211770
8589665;2668913;1215265
8589821;2668917;1211450
8582054;2668920;1236612
8577168;2668940;1219404
8508762;2668971;1157121
8589655;2669051;1216427
8577163;2669105;1216910
8508761;2669114;1158438
8589822;2669122;1211534
8589662;2669132;1215190
8572635;2669163;1234983
8591992;2537082;1153601
8589190;2645573;1248860
8577169;2669191;1219478
8572601;2669223;1243835
8581639;2669236;1263940
8573062;2669238;1213916
8591855;2584631;1201983
8589779;2669249;1211630
8508709;2669292;1203582
8589656;2669299;1216292
8577189;2669311;1210592
8595939;2535156;1152304
8589657;2669375;1216052
8577173;2669383;1215687
8576498;2669398;1244012
8576496;2669404;1244241
8587788;2669440;1225290
8530985;2669471;1200017
8589856;2669495;1211563
8502567;2669502;1240109
8503884;2669565;1267740
8508504;2669593;1209595
8577170;2669595;1217774
8572931;2669605;1203633
8590278;2669609;1253149
8582769;2669623;1202311
8587784;2669663;1227010
8578472;2756950;1250450
8581126;2756951;1260592
8578889;2643006;1129648
8578886;2643025;1129350
8578575;2643461;1130681
8502566;2669683;1238585
8587786;2669705;1226209
8589652;2669710;1212941
8590316;2669710;1255001
8595708;2669752;1252634
8590277;2669757;1252897
8577132;2669769;1227986
8594309;2669770;1255280
8582420;2756954;1209459
8590273;2669871;1253152
8592493;2691990;1286320
8575882;2691991;1140717
8587427;2692000;1178330
8577384;2692001;1187964
8530412;2692003;1213648
8570433;2547359;1162886
8508760;2669795;1176682
8590317;2669841;1254962
8502577;2669856;1237675
8589855;2669865;1211522
8589667;2669874;1215669
8572923;2669875;1201875
8504260;2559556;1204389
8502565;2669879;1236888
8577174;2669890;1216169
8530028;2560593;1141765
8593579;2560630;1204625
8579633;2560672;1208302
8593580;2560683;1204432
8587854;2560701;1209702
8508975;2669897;1201484
8575865;2692003;1134402
8573063;2669975;1214025
8577190;2670005;1210491
8572636;2670043;1233426
8594306;2670053;1255443
8580729;2670058;1246384
8502573;2670058;1232340
8590271;2670065;1252466
8590314;2670070;1255307
8577171;2670071;1218085
8572599;2670085;1245462
8572560;2670113;1246076
8518661;2601978;1204656
8577191;2670268;1210710
8589650;2670275;1213687
8508731;2670277;1203864
8578679;2670313;1255439
8572594;2670366;1265003
8583493;2670382;1202269
8508360;2670385;1201224
8590270;2670441;1252323
8580842;2670441;1268746
8577135;2670464;1229217
8572609;2670476;1235202
8508791;2670494;1176773
8508480;2670518;1205894
8589530;2670565;1223875
8577106;2670566;1223617
8573064;2670567;1213678
8579841;2670862;1204506
8589859;2670907;1211067
8502890;2670931;1234725
8504859;2584632;1160956
8576083;2692033;1235595
8590488;2692048;1242471
8587426;2692050;1179050
8577193;2670943;1210944
8591705;2670976;1217486
8572646;2671180;1241511
8579635;2561681;1209835
8530373;2671181;1180888
8502553;2671202;1241681
8577177;2671202;1217361
8572938;2671248;1201612
8581346;2671361;1243622
8573065;2671370;1213778
8581520;2671386;1201032
8580392;2671417;1147794
8508491;2671513;1205555
8580943;2671526;1201809
8577195;2671529;1211385
8581584;2671687;1201098
8590202;2671692;1249012
8577125;2671720;1227160
8557028;2671727;1205504
8572939;2671736;1202828
8579242;2671740;1205060
8576236;2671746;1257068
8508489;2671768;1206210
8577199;2671781;1212211
8593365;2584653;1220002
8583438;2584659;1202378
8576585;2584663;1115236
8576289;2675192;1259600
8573081;2675223;1221637
8576288;2675233;1259387
8589059;2675249;1209582
8573269;2675250;1264500
8508497;2675266;1198100
8583692;2675266;1260478
8576259;2675329;1256688
8595356;2675344;1256536
8583206;2675349;1241674
8573268;2675350;1264150
8505759;2675350;1158800
8501860;2513929;1149694
8593818;2533153;1155694
8570265;2538288;1188775
8582426;2560025;1126035
8580019;2634125;1259750
8572298;2638676;1255329
8573079;2675355;1221091
8593412;2675370;1228910
8505669;2675409;1212180
8590792;2675409;1249784
8583870;2675426;1245627
8573080;2675428;1221410
8531020;2675442;1180434
8576272;2675482;1254808
8583712;2675494;1267498
8531414;2584724;1105185
8590794;2675511;1249987
8593428;2675517;1222378
8589203;2675525;1222070
8576258;2675527;1256890
8590911;2675531;1252356
8573719;2675534;1244930
8573718;2675562;1245603
8573270;2675575;1264400
8577210;2675577;1213134
8591703;2675582;1215584
8577587;2675590;1227695
8592430;2675591;1209503
8508463;2675599;1209410
8590412;2628653;1244650
8577903;2628662;1243795
8575695;2675646;1147613
8583890;2675761;1236243
8591706;2675780;1209517
8573193;2675810;1237781
8595481;2675822;1213570
8588708;2675860;1223090
8577209;2675882;1213785
8590910;2675913;1252141
8595627;2675926;1209565
8577208;2675927;1214018
8508488;2675944;1214806
8587259;2675950;1223220
8580236;2675963;1220714
8573076;2675980;1219174
8505665;2676022;1214391
8590831;2676025;1252062
8589237;2676060;1226010
8595628;2676068;1209537
8573275;2676075;1260350
8573274;2676100;1260800
8577215;2676114;1209342
8577206;2676127;1214991
8590804;2676160;1250094
8590802;2676173;1251023
8594682;2614321;1262359
8583680;2614756;1242351
8578192;2615690;1264416
8500768;2616420;1245424
8583313;2616544;1258023
8574141;2761062;1252752
8530931;2731441;1176314
8572323;2616566;1244940
8557115;2617812;1241064
8503676;2619807;1263824
8500989;2623403;1246741
8592307;2623637;1250466
8589417;2623640;1258313
8578279;2627790;1256032
8589435;2627813;1267544
8578280;2627840;1255548
8587410;2707123;1241402
8500783;2628163;1264161
8531163;2628164;1093115
8503698;2676181;1245918
8590790;2676182;1250779
8593529;2676186;1251404
8574610;2676200;1247727
8573077;2676228;1219790
8557101;2676230;1249672
8503580;2676230;1246853
8591833;2676233;1251863
8590786;2676237;1250336
8581015;2676249;1237353
8574635;2798691;1170486
8571977;2602699;1244038
8572189;2607725;1247325
8578169;2609390;1268157
8578150;2609390;1264636
8530379;2676262;1196799
8517119;2676261;1240095
8573178;2676267;1236591
8587770;2676270;1215260
8594732;2676275;1251900
8596003;2676277;1259246
8576286;2676279;1259460
8577586;2676340;1227260
8582722;2676356;1239251
8573267;2676357;1264370
8508729;2676366;1202903
8593422;2676370;1229425
8595633;2676375;1209748
8587557;2676375;1215513
8595542;2676412;1209896
8588710;2676420;1225960
8576285;2676431;1259517
8593424;2676530;1224400
8576282;2676604;1258853
8502862;2676620;1225300
8593423;2676639;1224766
8591755;2676652;1218030
8592433;2676657;1209755
8590803;2676664;1250239
8503699;2676701;1247129
8578389;2676708;1283476
8570021;2512770;1151371
8579139;2513051;1166018
8501872;2514054;1151493
8579909;2519740;1175985
8500664;2590588;1250871
8572946;2676764;1202795
8503597;2676775;1266475
8595714;2676778;1255809
8577585;2676780;1226820
8593415;2676800;1225880
8595453;2676842;1217929
8502953;2676850;1237200
8587285;2676890;1227840
8582493;2756955;1207794
8573189;2681928;1228219
8594340;2676900;1225565
8581666;2676900;1241390
8587284;2676920;1228110
8587588;2676960;1221570
8590727;2676991;1251575
8578387;2676997;1281506
8578386;2677035;1280423
8508792;2677044;1175820
8593389;2584954;1219582
8593336;2585015;1219732
8592469;2585015;1220762
8589309;2611326;1268368
8583312;2616897;1254379
8578315;2621064;1263305
8530966;2624464;1093547
8593051;2496775;1113201
8593037;2496778;1116190
8500380;2629502;1240703
8578646;2643978;1249694
8503891;2652313;1258000
8590264;2655019;1246188
8578734;2655196;1248751
8578746;2655623;1248966
8578732;2655732;1248635
8572556;2664752;1253199
8572554;2664873;1254385
8583761;2682044;1259647
8502792;2682790;1225090
8590839;2673933;1249663
8590701;2686871;1240705
8593042;2496805;1115467
8593014;2496829;1120305
8593073;2496838;1113672
8505548;2719660;1086662
8506580;2729781;1257056
8594914;2729810;1278199
8573920;2730706;1259665
8580554;2730770;1253339
8574196;2731446;1242168
8573897;2731450;1219450
8575096;2731468;1182851
8594891;2731499;1278000
8588898;2529954;1152437
8588303;2585029;1112266
8590883;2687662;1252957
8587857;2698383;1256779
8581206;2731518;1252435
8582467;2756995;1208235
8531118;2756996;1185777
8509704;2822887;1189604
8578876;2718938;1084984
8591939;2533415;1155074
8575673;2706208;1095409
8575535;2706216;1110021
8505794;2706216;1094157
8573698;2697150;1268200
8573691;2697185;1262428
8589982;2609300;1262761
8580458;2697509;1261612
8500742;2560200;1119700
8583396;2545731;1166354
8580348;2662441;1246426
8581719;2662702;1254462
8578787;2666113;1267520
8574615;2676280;1247450
8591837;2677120;1227300
8579944;2682180;1270140
8591251;2682606;1249436
8594186;2687408;1252272
8592587;2689817;1284630
8590716;2693711;1243986
8503253;2697817;1245083
8575988;2706216;1244022
8578987;2706218;1115529
8593138;2497453;1118044
8593379;2585065;1221455
8581104;2706250;1148212
8573613;2724986;1269593
8574226;2743460;1254315
8574721;2769300;1189275
8504716;2560068;1152789
8591539;2698388;1108828
8592198;2539447;1150879
8582088;2570512;1256495
8572110;2571322;1240418
8570809;2600041;1126606
8578305;2614681;1266874
8580933;2617900;1255450
8500763;2624854;1244344
8572269;2637217;1260939
8502687;2644966;1253407
8500579;2653238;1260386
8572511;2660506;1259150
8572493;2660532;1269026
8593411;2677120;1225900
8576275;2677127;1253882
8576270;2677138;1254581
8530368;2677144;1183895
8590494;2692080;1233075
8595403;2677155;1183885
8592429;2677166;1209053
8595037;2498593;1113211
8591445;2687579;1245780
8506872;2709696;1268256
8570111;2519875;1161075
8576171;2692085;1257388
8572307;2631800;1256700
8578716;2655439;1240437
8592844;2498627;1117834
8590231;2666055;1258964
8583559;2666086;1269715
8590312;2666523;1257880
8594304;2669635;1254117
8594307;2669833;1254600
8590759;2677170;1254827
8577581;2677170;1225730
8587587;2677181;1221481
8578391;2677181;1283518
8590758;2677192;1255368
8502574;2677209;1236898
8592423;2677220;1209254
8583731;2677252;1245162
8592832;2499071;1119132
8577217;2677260;1208598
8594552;2677278;1259420
8595629;2677279;1208642
8590728;2677284;1251428
8574739;2677329;1246514
8577582;2677330;1226020
8595334;2682150;1216860
8588701;2682155;1225560
8590478;2682156;1240827
8593408;2682160;1227400
8577556;2682170;1216300
8577414;2682280;1216010
8592425;2677351;1208902
8592426;2677353;1208757
8502253;2677362;1221752
8530704;2499100;1117700
8592645;2499102;1122926
8595630;2677367;1208708
8582763;2677374;1237044
8583805;2677400;1241171
8576269;2677402;1254679
8502559;2677409;1246890
8593417;2677430;1226500
8583743;2677432;1233271
8592428;2677440;1208719
8587769;2677440;1216305
8595632;2677448;1209167
8595631;2677450;1208832
8573728;2677453;1241145
8592680;2499516;1116077
8576279;2677486;1255042
8575950;2677487;1269382
8577580;2677514;1226126
8576253;2677519;1255771
8575014;2677530;1246660
8576278;2677541;1255363
8573714;2677546;1245926
8590462;2677557;1256263
8574898;2677558;1246188
8504033;2560814;1158138
8505027;2585008;1243347
8584677;2526406;1171908
8590754;2677603;1254252
8573251;2677625;1265300
8588880;2677625;1219890
8587585;2677640;1220430
8530721;2677678;1202838
8503693;2677685;1244372
8590726;2677690;1251234
8587584;2677705;1219000
8583742;2677712;1233106
8587771;2677715;1216820
8531465;2677724;1129581
8573734;2677727;1236917
8594042;2538872;1181920
8576244;2677757;1253652
8592051;2538569;1152150
8592038;2538856;1151981
8592197;2538893;1150902
8502159;2582626;1199765
8505034;2582931;1244409
8505035;2582932;1244672
8508887;2677893;1202725
8587572;2677944;1220902
8570450;2555112;1158528
8530793;2555491;1198807
8570593;2557800;1131665
8593906;2557864;1145986
8591846;2557962;1219182
8504699;2557991;1171256
8504879;2558440;1169616
8571846;2558925;1204336
8570475;2559316;1177123
8573712;2677948;1243999
8576243;2677966;1253289
8579495;2677990;1244170
8530687;2677993;1210767
8582751;2678012;1261585
8503860;2678012;1261656
8506975;2698397;1280677
8572053;2562486;1252587
8503783;2678050;1262975
8578392;2678058;1284262
8578367;2678135;1288651
8503488;2678137;1289035
8593413;2678140;1226220
8595335;2682300;1216870
8504248;2784011;1207708
8583619;2731525;1253305
8504351;2585104;1221711
8593317;2585118;1220623
8573730;2678150;1242000
8590725;2678156;1251038
8591310;2678186;1248887
8574587;2678200;1268724
8580610;2678242;1202644
8573713;2678275;1242850
8503692;2678275;1243500
8591077;2682307;1244418
8589977;2609976;1263094
8578961;2706261;1115364
8589315;2609571;1266558
8574766;2769372;1205842
8589346;2613433;1266848
8572206;2613438;1258664
8589306;2614028;1268685
8572134;2615255;1249523
8578193;2615748;1264737
8572136;2616363;1250274
8579434;2678290;1243500
8579443;2678300;1243730
8590884;2687443;1251855
8575248;2716720;1090020
8575273;2716721;1096036
8582802;2622480;1265113
8595704;2618614;1263017
8589401;2621138;1261268
8591633;2716733;1094500
8578285;2628116;1251478
8588419;2630543;1252831
8572279;2631002;1259541
8590149;2646340;1247799
8578691;2655661;1251524
8579994;2678310;1243200
8594312;2678320;1289210
8576251;2678373;1255706
8591505;2721228;1076400
8574984;2731525;1174195
8506612;2731535;1269123
8588281;2731538;1197382
8506260;2750981;1241875
8580918;2757049;1260442
8509601;2769439;1199503
8509708;2818757;1185460
8571206;2585140;1218545
8501192;2516628;1153605
8500734;2516774;1148073
8583331;2711372;1269412
8570043;2517150;1148225
8570087;2521900;1151504
8570233;2526718;1172181
8592865;2501795;1117640
8591937;2533081;1157068
8577427;2687619;1209530
8577543;2687620;1225655
8581980;2769458;1206152
8508982;2678391;1160671
8576250;2678395;1255310
8502850;2678400;1226400
8580299;2678427;1232139
8508983;2678429;1177864
8508728;2678480;1202575
8594337;2678500;1289280
8576046;2706265;1239810
8593339;2585161;1221636
8579055;2560138;1120397
8594189;2687694;1252006
8503672;2687713;1235252
8504458;2541149;1181308
8570217;2543404;1165063
8570172;2543824;1164007
8501877;2581150;1083250
8582084;2582980;1243966
8572020;2585261;1251870
8578046;2633573;1246401
8572354;2635202;1242137
8579442;2678540;1243500
8587516;2678540;1226740
8587928;2678541;1279578
8588226;2762480;1244857
8594658;2769545;1182564
8590216;2649154;1248468
8573352;2722158;1279849
8574148;2758782;1254220
8573921;2731543;1259579
8500781;2633600;1253775
8578000;2640167;1249272
8572418;2640716;1266927
8582522;2641743;1265955
8516740;2649158;1247870
8502872;2653175;1247545
8576699;2678550;1242970
8578364;2678576;1289361
8530369;2678598;1183845
8576249;2678604;1255125
8509158;2769618;1182565
8591720;2769620;1155555
8572420;2639095;1266846
8583760;2665104;1243017
8590247;2666602;1256255
8502982;2668134;1246923
8579440;2678610;1243100
8587377;2678619;1227619
8590908;2678667;1255560
8573732;2678675;1237225
8587515;2678680;1227280
8531065;2678682;1198996
8530384;2678736;1200006
8530383;2678740;1201143
8508496;2678753;1199330
8595086;2678800;1227725
8594659;2769772;1182781
8578005;2642249;1249954
8572465;2654724;1251869
8502680;2654764;1256662
8503685;2659579;1269723
8572524;2660430;1263340
8572617;2661583;1247027
8572578;2661641;1261223
8505060;2682320;1213200
8590474;2682341;1240816
8581965;2682357;1263645
8502787;2682360;1227610
8589948;2687725;1291100
8581674;2687787;1232136
8573098;2687802;1196795
8592510;2687805;1281806
8503965;2687825;1290520
8587978;2687829;1240247
8576155;2687835;1255862
8573473;2687850;1290275
8508471;2687861;1202810
8573107;2687867;1169205
8580724;2687877;1234882
8591029;2687897;1245070
8573687;2687900;1268075
8501871;2517669;1150290
8579230;2529987;1152190
8577426;2687928;1209549
8592508;2687946;1281981
8502751;2665683;1247031
8580282;2663900;1244525
8590167;2664920;1258480
8591155;2678622;1252036
8503696;2678851;1244128
8590588;2687952;1250054
8579942;2681940;1269990
8579295;2538423;1181052
8592059;2538438;1153525
8593861;2542553;1150550
8594004;2554658;1145414
8501737;2554670;1132037
8590174;2665671;1258959
8572484;2658985;1260576
8503590;2659021;1267748
8572492;2659048;1267443
8587230;2659378;1251349
8590224;2659588;1246426
8503599;2659601;1265605
8502880;2666212;1251125
8590232;2666236;1259081
8587346;2666254;1256692
8592700;2504487;1118025
8578903;2666256;1264569
8593134;2504531;1118280
8592725;2504540;1122631
8502710;2666269;1242136
8501969;2504550;1138350
8595709;2682188;1256304
8591204;2682222;1245869
8593446;2682360;1224920
8502991;2682368;1231323
8505078;2682369;1209070
8577471;2692177;1208611
8576172;2692187;1257512
8576127;2692191;1248845
8505095;2692193;1208507
8573733;2678850;1236075
8509282;2769840;1184100
8576241;2678887;1251801
8508797;2678888;1202274
8591408;2678896;1248191
8573135;2692199;1200367
8593120;2505231;1117018
8508467;2678920;1202294
8591037;2679041;1247691
8530976;2679057;1197951
8595394;2679060;1226765
8531464;2679068;1129881
8531463;2679070;1129897
8572480;2654480;1261125
8572947;2679183;1201955
8577579;2679200;1226250
8502771;2679210;1235742
8587378;2679220;1227840
8577220;2679222;1207572
8531052;2769902;1183099
8593459;2682380;1224545
8577431;2692208;1208220
8590311;2667192;1256864
8578785;2667197;1267405
8578721;2653484;1241560
8500785;2653660;1268043
